"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",54.04545,159.44264,367,0.49,0.65,"2022-07-24",39,1,"high","2.0NRT",306.26,17.34,"D"
"2",55.69779,157.07106,351.48,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",296.87,15.28,"D"
"3",55.70538,157.07178,334.97,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",295.92,17.79,"D"
"4",55.7028,157.06487,343.25,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",298.88,7.92,"D"
"5",55.70022,157.05792,327.14,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",295.96,7.92,"D"
"6",55.71296,157.07246,353.22,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",298.85,17.79,"D"
"7",55.71041,157.0656,331.02,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",295.59,17.79,"D"
"8",55.70782,157.05867,346.2,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",298.53,7.92,"D"
"9",55.71547,157.07922,355.9,0.51,0.66,"2022-07-24",39,1,"low","2.0NRT",290.06,34.96,"D"
"10",55.71285,157.05247,348,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",296.64,8.98,"D"
"11",55.72046,157.07298,356.28,0.51,0.66,"2022-07-24",39,1,"low","2.0NRT",296.21,34.57,"D"
"12",55.72548,157.06679,367,0.51,0.66,"2022-07-24",39,1,"high","2.0NRT",296.79,34.57,"D"
"13",55.72295,157.05997,339.94,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",299.18,26.86,"D"
"14",55.72041,157.05313,338.72,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",297.19,26.86,"D"
"15",55.71787,157.0463,347.24,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",295.89,8.98,"D"
"16",55.72797,157.05377,335.8,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",292.49,7.54,"D"
"17",55.72542,157.04692,355.62,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",298.25,7.54,"D"
"18",55.72727,157.06512,333.34,0.5,0.66,"2022-07-24",39,1,"nominal","2.0NRT",289.52,9.82,"D"
"19",55.72471,157.05832,347.85,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",299.06,9.82,"D"
"20",55.72215,157.05153,345.2,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",300.15,8.72,"D"
"21",55.71959,157.04472,346.23,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",295.37,8.72,"D"
"22",55.72717,157.04533,342.22,0.51,0.66,"2022-07-24",39,1,"nominal","2.0NRT",292.26,8.72,"D"
"23",63.27465,158.72343,341.63,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",297.42,6,"D"
"24",63.2728,158.71692,338.81,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",296.78,6,"D"
"25",63.28256,158.73329,339.98,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",293.19,12.28,"D"
"26",63.28835,158.73564,338.4,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",293.4,9.63,"D"
"27",63.2861,158.72775,338.39,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",306.14,12.28,"D"
"28",63.2722,158.7202,347.94,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",299.44,8.78,"D"
"29",63.28001,158.72943,343.75,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",297.2,8.81,"D"
"30",63.28579,158.73166,353.4,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",301.64,11.56,"D"
"31",63.28943,158.72649,342.13,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",298.2,11.56,"D"
"32",63.29068,158.69521,339.93,0.45,0.47,"2022-07-24",41,1,"nominal","2.0NRT",299.72,7.84,"D"
"33",64.15788,160.31564,333.02,0.57,0.43,"2022-07-24",41,1,"nominal","2.0NRT",294.68,6.37,"D"
"34",63.17934,152.28795,329.9,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",294.1,3.45,"D"
"35",63.17747,152.28267,346.39,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",299.59,3.45,"D"
"36",63.1765,152.28383,343.15,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",298.66,4.13,"D"
"37",63.22911,152.21202,328.31,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",298.84,4.22,"D"
"38",63.22705,152.20625,355.11,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",301.88,4.22,"D"
"39",63.22499,152.2005,350.85,0.33,0.55,"2022-07-24",41,1,"nominal","2.0NRT",299.63,5.92,"D"
"40",65.52011,157.25746,333.66,0.4,0.44,"2022-07-24",41,1,"nominal","2.0NRT",296.63,3.47,"D"
"41",65.52353,157.25197,337.18,0.4,0.44,"2022-07-24",41,1,"nominal","2.0NRT",294.01,3.47,"D"
"42",65.5212,157.24356,329.52,0.4,0.44,"2022-07-24",41,1,"nominal","2.0NRT",295.11,3.47,"D"
"43",68.03281,160.89415,325.12,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",294.93,5.7,"D"
"44",68.03079,160.88507,329.03,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",295.13,2.97,"D"
"45",68.04395,160.88885,330.01,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",294.89,8.44,"D"
"46",68.04605,160.86104,334.17,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",293.39,4.17,"D"
"47",68.04405,160.85194,334.48,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",296.97,4.17,"D"
"48",68.12817,161.21878,348.17,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",302.71,18.44,"D"
"49",68.12622,161.20976,349.62,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",308.25,18.44,"D"
"50",68.0471,160.84715,342.78,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",301.69,26.78,"D"
"51",68.13122,161.21407,351.34,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",297.94,18.44,"D"
"52",68.12926,161.205,342.92,0.43,0.38,"2022-07-24",43,1,"nominal","2.0NRT",300.59,18.44,"D"
"53",68.68509,154.50931,343.29,0.52,0.41,"2022-07-24",43,1,"nominal","2.0NRT",298.53,7.15,"D"
"54",45.37756,30.9322,328.53,0.48,0.65,"2022-07-24",100,1,"nominal","2.0NRT",291.84,4.21,"N"
"55",45.37937,30.92651,312.01,0.48,0.65,"2022-07-24",100,1,"nominal","2.0NRT",290.22,3.48,"N"
"56",45.37426,30.92793,347.23,0.48,0.65,"2022-07-24",100,1,"nominal","2.0NRT",291.72,5.13,"N"
"57",45.47847,28.30949,312.66,0.37,0.58,"2022-07-24",100,1,"nominal","2.0NRT",287.33,0.96,"N"
"58",45.47842,28.31123,306.83,0.37,0.58,"2022-07-24",100,1,"nominal","2.0NRT",287.19,0.69,"N"
"59",45.27465,28.54216,316.57,0.38,0.59,"2022-07-24",100,1,"nominal","2.0NRT",286.24,1.57,"N"
"60",43.23191,27.59172,299.43,0.4,0.6,"2022-07-24",100,1,"nominal","2.0NRT",287.81,0.65,"N"
"61",41.17733,32.63284,301,0.79,0.78,"2022-07-24",100,1,"nominal","2.0NRT",286.98,1.76,"N"
"62",41.18108,32.63282,297.47,0.79,0.78,"2022-07-24",100,1,"nominal","2.0NRT",286.36,2.34,"N"
"63",41.27011,31.4234,302.04,0.69,0.74,"2022-07-24",100,1,"nominal","2.0NRT",290.1,2.67,"N"
"64",41.26126,31.4273,301.3,0.69,0.74,"2022-07-24",100,1,"nominal","2.0NRT",289.87,2.71,"N"
"65",41.25749,31.41617,300.92,0.69,0.74,"2022-07-24",100,1,"nominal","2.0NRT",288.9,1.27,"N"
"66",41.26787,31.42165,302.25,0.69,0.74,"2022-07-24",102,1,"nominal","2.0NRT",289.97,2.67,"N"
"67",41.2553,31.41425,303,0.69,0.74,"2022-07-24",102,1,"nominal","2.0NRT",288.95,2.05,"N"
"68",42.27103,26.24335,304.28,0.36,0.58,"2022-07-24",102,1,"nominal","2.0NRT",289.05,0.52,"N"
"69",42.27075,26.24511,304.6,0.36,0.58,"2022-07-24",102,1,"nominal","2.0NRT",289.44,0.57,"N"
"70",42.26579,26.24246,320.8,0.36,0.58,"2022-07-24",102,1,"nominal","2.0NRT",289.45,1.64,"N"
"71",41.79985,26.70263,301.1,0.39,0.6,"2022-07-24",102,1,"nominal","2.0NRT",290.82,0.82,"N"
"72",40.75757,29.76206,302.96,0.59,0.7,"2022-07-24",102,1,"nominal","2.0NRT",291.4,1.6,"N"
"73",40.75611,29.76148,300.99,0.6,0.7,"2022-07-24",102,1,"nominal","2.0NRT",290.73,1.35,"N"
"74",40.76763,29.52507,311.03,0.58,0.7,"2022-07-24",102,1,"nominal","2.0NRT",290.41,2.27,"N"
"75",41.02273,28.55397,307.47,0.51,0.66,"2022-07-24",102,1,"nominal","2.0NRT",289.44,1.73,"N"
"76",41.01983,28.55627,307.07,0.51,0.66,"2022-07-24",102,1,"nominal","2.0NRT",291.08,1.36,"N"
"77",41.01902,27.96198,299.72,0.48,0.65,"2022-07-24",102,1,"nominal","2.0NRT",289.01,1.17,"N"
"78",41.126,26.24222,324.2,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.09,2.58,"N"
"79",41.12484,26.2464,317.94,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292,2.39,"N"
"80",41.1221,26.23516,324.76,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.31,2.82,"N"
"81",41.11976,26.2436,327.47,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",293.59,2.18,"N"
"82",41.11141,26.27373,328.27,0.39,0.6,"2022-07-24",102,1,"nominal","2.0NRT",293.78,2.02,"N"
"83",41.1209,26.23947,309.65,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292.24,2.82,"N"
"84",41.11274,26.26895,310.27,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.22,2.02,"N"
"85",41.10997,26.27894,315.89,0.39,0.6,"2022-07-24",102,1,"nominal","2.0NRT",293.45,3.28,"N"
"86",41.11719,26.23177,328.2,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",294.37,2.82,"N"
"87",41.11843,26.22729,314.23,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.87,3.65,"N"
"88",41.11348,26.24514,303.33,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292.66,2.18,"N"
"89",41.10745,26.26686,317.63,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292.37,2.02,"N"
"90",41.10619,26.27143,312.73,0.39,0.6,"2022-07-24",102,1,"nominal","2.0NRT",293.36,2.02,"N"
"91",41.11224,26.22849,328.39,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",293.73,3.43,"N"
"92",41.10217,26.26478,306.16,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.74,1.53,"N"
"93",41.09401,26.20991,308.42,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.82,1.63,"N"
"94",41.09025,26.20241,307.13,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292.03,0.96,"N"
"95",41.08517,26.19964,307.65,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",290.95,1.04,"N"
"96",41.08392,26.20412,304.05,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",293.17,1.55,"N"
"97",41.08002,26.19713,302.76,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.61,1.04,"N"
"98",41.07875,26.20166,315.51,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",292.27,1.55,"N"
"99",41.07237,26.22447,302.47,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.23,1.11,"N"
"100",41.07221,26.20412,311.11,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.63,1.63,"N"
"101",41.07091,26.20877,306.4,0.39,0.59,"2022-07-24",102,1,"nominal","2.0NRT",291.71,0.86,"N"
"102",40.44713,27.13299,307.39,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",292.63,1.32,"N"
"103",40.44571,27.13783,303.88,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",292.45,1.32,"N"
"104",40.44381,27.1407,303.85,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",293.28,2.66,"N"
"105",39.48574,30.04231,302.61,0.67,0.74,"2022-07-24",102,1,"nominal","2.0NRT",285.08,1.86,"N"
"106",38.65785,30.61714,300.79,0.76,0.77,"2022-07-24",102,1,"nominal","2.0NRT",284.6,1.59,"N"
"107",39.06203,26.25107,328.37,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.82,4.85,"N"
"108",39.06074,26.25561,319.79,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",295.78,3.7,"N"
"109",39.05791,26.24378,332.21,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",297.45,7.08,"N"
"110",39.05912,26.2395,313.72,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",295.52,3.17,"N"
"111",39.05396,26.23592,329.64,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.53,3.17,"N"
"112",39.0509,26.22499,334.92,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.57,5.73,"N"
"113",39.0498,26.22885,367,0.45,0.63,"2022-07-24",102,1,"high","2.0NRT",297.38,7.44,"N"
"114",39.04866,26.23286,333.2,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",298.44,7.44,"N"
"115",39.04658,26.21847,336.62,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.19,5.73,"N"
"116",39.04543,26.2225,333.81,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.98,5.73,"N"
"117",39.04427,26.2266,336.08,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",296.76,7.44,"N"
"118",39.03709,26.2301,305.38,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",295.24,2.17,"N"
"119",39.03127,26.22887,315.34,0.45,0.63,"2022-07-24",102,1,"nominal","2.0NRT",295.44,2.17,"N"
